,Airline,Source,Destination,Total_Stops,Price,Duration_In_Min,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Journey_month,Journey_day
5505,IndiGo,Delhi,Cochin,0,5000,195.0,14,25,17,40,June,Friday
5506,SpiceJet,Kolkata,Banglore,0,3841,155.0,6,55,9,30,April,Wednesday
5507,Jet Airways,Delhi,Cochin,1,12347,350.0,13,0,18,50,March,Thursday
5508,Vistara,Chennai,Kolkata,0,11982,140.0,17,45,20,5,June,Saturday
5509,Jet Airways,Delhi,Cochin,2,13029,1375.0,5,30,4,25,May,Thursday
5510,Jet Airways,Banglore,New Delhi,1,16736,700.0,20,35,8,15,March,Wednesday
5511,IndiGo,Kolkata,Banglore,0,4174,155.0,17,15,19,50,April,Monday
5512,SpiceJet,Kolkata,Banglore,0,3841,145.0,9,0,11,25,June,Thursday
5513,Jet Airways,Delhi,Cochin,1,17024,1440.0,19,45,19,45,March,Wednesday
5514,IndiGo,Banglore,Delhi,0,3943,180.0,21,15,0,15,May,Friday
5515,IndiGo,Delhi,Cochin,1,6442,635.0,11,55,22,30,June,Monday
5516,Air India,Delhi,Cochin,2,11762,2170.0,7,5,19,15,March,Saturday
5517,SpiceJet,Kolkata,Banglore,0,4174,145.0,9,0,11,25,April,Wednesday
5518,IndiGo,Kolkata,Banglore,0,4804,155.0,4,40,7,15,June,Tuesday
5519,Multiple carriers,Delhi,Cochin,1,13377,690.0,14,0,1,30,June,Thursday
5520,Jet Airways,Banglore,Delhi,0,7229,175.0,11,10,14,5,April,Monday
5521,IndiGo,Banglore,New Delhi,0,8855,170.0,22,20,1,10,March,Friday
5522,Multiple carriers,Delhi,Cochin,1,7741,535.0,10,20,19,15,June,Thursday
5523,Jet Airways,Banglore,New Delhi,1,22270,315.0,8,0,13,15,March,Friday
5524,Multiple carriers,Delhi,Cochin,1,7740,735.0,8,45,21,0,June,Monday
5525,Air India,Kolkata,Banglore,2,14960,1600.0,9,50,12,30,June,Sunday
5526,Jet Airways,Delhi,Cochin,1,12032,535.0,9,55,18,50,March,Wednesday
5527,Air India,Mumbai,Hyderabad,0,5462,80.0,21,5,22,25,March,Wednesday
5528,Jet Airways,Delhi,Cochin,1,12347,1385.0,19,45,18,50,March,Thursday
5529,Air India,Chennai,Kolkata,0,3145,135.0,11,40,13,55,March,Wednesday
5530,Jet Airways,Banglore,New Delhi,1,7832,520.0,11,40,20,20,March,Thursday
5531,IndiGo,Kolkata,Banglore,0,4804,150.0,15,15,17,45,June,Friday
5532,IndiGo,Delhi,Cochin,1,10482,305.0,2,5,7,10,March,Saturday
5533,Jet Airways,Delhi,Cochin,1,12373,1015.0,11,30,4,25,May,Saturday
5534,Multiple carriers,Delhi,Cochin,1,10478,915.0,7,5,22,20,March,Sunday
5535,Jet Airways,Delhi,Cochin,2,13029,1125.0,9,40,4,25,May,Saturday
5536,Air India,Delhi,Cochin,1,6482,1255.0,12,30,9,25,March,Thursday
5537,Jet Airways,Delhi,Cochin,1,15554,600.0,9,0,19,0,May,Saturday
5538,Multiple carriers,Delhi,Cochin,1,11789,615.0,8,45,19,0,June,Wednesday
5539,IndiGo,Kolkata,Banglore,1,9413,340.0,14,30,20,10,March,Sunday
5540,Air India,Kolkata,Banglore,1,7662,1700.0,16,45,21,5,June,Sunday
5541,Multiple carriers,Delhi,Cochin,1,7888,390.0,19,0,1,30,May,Tuesday
5542,Air Asia,Kolkata,Banglore,1,5192,955.0,7,35,23,30,May,Wednesday
5543,Multiple carriers,Delhi,Cochin,1,6007,640.0,10,20,21,0,June,Monday
5544,Jet Airways,Delhi,Cochin,1,12898,1595.0,10,0,12,35,May,Monday
5545,Air India,Banglore,New Delhi,2,11885,1545.0,8,50,10,35,March,Monday
5546,Vistara,Kolkata,Banglore,1,14360,355.0,17,0,22,55,March,Sunday
5547,Air India,Kolkata,Banglore,2,14330,1185.0,16,45,12,30,May,Sunday
5548,Multiple carriers,Delhi,Cochin,1,6076,555.0,13,5,22,20,March,Wednesday
5549,SpiceJet,Kolkata,Banglore,0,4622,160.0,6,55,9,35,March,Friday
5550,Jet Airways,Kolkata,Banglore,1,14388,665.0,21,10,8,15,May,Thursday
5551,Multiple carriers,Delhi,Cochin,1,9794,615.0,8,45,19,0,May,Tuesday
5552,IndiGo,Kolkata,Banglore,0,4804,150.0,15,15,17,45,June,Monday
5553,Jet Airways,Kolkata,Banglore,1,9663,450.0,21,10,4,40,May,Thursday
5554,GoAir,Delhi,Cochin,1,5842,370.0,7,25,13,35,May,Thursday
5555,Multiple carriers,Delhi,Cochin,1,15603,510.0,7,0,15,30,March,Sunday
5556,IndiGo,Kolkata,Banglore,0,5618,165.0,22,10,0,55,March,Sunday
5557,IndiGo,Kolkata,Banglore,0,6565,155.0,14,20,16,55,March,Sunday
5558,SpiceJet,Delhi,Cochin,1,5221,295.0,17,55,22,50,April,Monday
5559,Jet Airways,Delhi,Cochin,2,10368,560.0,9,40,19,0,June,Thursday
5560,Air India,Delhi,Cochin,1,7480,765.0,20,40,9,25,June,Monday
5561,Jet Airways,Delhi,Cochin,2,13882,1490.0,11,45,12,35,June,Wednesday
5562,IndiGo,Delhi,Cochin,1,6442,560.0,6,50,16,10,June,Monday
5563,IndiGo,Banglore,Delhi,0,4823,175.0,7,10,10,5,June,Monday
5564,SpiceJet,Kolkata,Banglore,0,3873,150.0,17,10,19,40,May,Tuesday
5565,Jet Airways,Kolkata,Banglore,1,12121,1075.0,17,0,10,55,May,Wednesday
5566,IndiGo,Banglore,Delhi,0,4423,170.0,10,10,13,0,April,Saturday
5567,Air India,Kolkata,Banglore,0,5510,150.0,14,15,16,45,June,Monday
5568,Jet Airways,Banglore,Delhi,0,7229,180.0,8,20,11,20,April,Saturday
5569,Jet Airways,Delhi,Cochin,1,10577,1010.0,19,45,12,35,June,Sunday
5570,Jet Airways,Mumbai,Hyderabad,0,8040,90.0,10,20,11,50,March,Wednesday
5571,Jet Airways,Delhi,Cochin,1,14714,360.0,13,0,19,0,June,Monday
5572,Jet Airways,Banglore,Delhi,0,7229,165.0,6,0,8,45,June,Sunday
5573,Multiple carriers,Delhi,Cochin,2,6653,855.0,7,5,21,20,March,Thursday
5574,IndiGo,Delhi,Cochin,1,6442,665.0,5,5,16,10,June,Monday
5575,IndiGo,Kolkata,Banglore,0,4804,160.0,21,25,0,5,May,Sunday
5576,Air India,Delhi,Cochin,2,9417,1210.0,13,15,9,25,May,Thursday
5577,Jet Airways,Kolkata,Banglore,1,10844,1495.0,18,55,19,50,May,Friday
5578,Jet Airways,Banglore,Delhi,0,7229,180.0,17,45,20,45,May,Sunday
5579,Jet Airways,Delhi,Cochin,1,15400,590.0,9,0,18,50,March,Wednesday
5580,IndiGo,Delhi,Cochin,1,6416,750.0,8,30,21,0,June,Saturday
5581,Air India,Banglore,Delhi,0,5176,170.0,13,20,16,10,April,Wednesday
5582,IndiGo,Delhi,Cochin,1,9264,575.0,16,0,1,35,March,Thursday
5583,Multiple carriers,Delhi,Cochin,1,13587,720.0,9,0,21,0,June,Thursday
5584,SpiceJet,Chennai,Kolkata,0,3597,135.0,8,20,10,35,May,Wednesday
5585,Air Asia,Banglore,Delhi,0,4282,170.0,4,55,7,45,April,Saturday
5586,Jet Airways,Mumbai,Hyderabad,0,4995,85.0,7,5,8,30,June,Thursday
5587,IndiGo,Kolkata,Banglore,0,4804,155.0,20,20,22,55,June,Saturday
5588,Jet Airways,Kolkata,Banglore,1,10844,590.0,6,30,16,20,May,Monday
5589,Jet Airways,Delhi,Cochin,1,14714,885.0,21,50,12,35,June,Saturday
5590,Jet Airways,Kolkata,Banglore,1,14571,730.0,21,10,9,20,June,Thursday
5591,Jet Airways,Banglore,New Delhi,1,7832,1425.0,11,40,11,25,March,Thursday
5592,Jet Airways,Kolkata,Banglore,1,11467,1295.0,20,25,18,0,April,Monday
5593,Jet Airways,Kolkata,Banglore,1,10953,1075.0,17,0,10,55,May,Thursday
5594,IndiGo,Kolkata,Banglore,0,4148,160.0,20,25,23,5,March,Saturday
5595,SpiceJet,Kolkata,Banglore,0,3873,145.0,9,0,11,25,May,Thursday
5596,IndiGo,Banglore,Delhi,0,3943,170.0,22,10,1,0,April,Saturday
5597,Air Asia,Delhi,Cochin,1,6151,330.0,16,45,22,15,March,Wednesday
5598,Vistara,Mumbai,Hyderabad,1,12080,850.0,8,45,22,55,March,Tuesday
5599,Jet Airways,Kolkata,Banglore,1,13584,845.0,20,0,10,5,May,Thursday
5600,IndiGo,Delhi,Cochin,1,6979,845.0,11,25,1,30,May,Monday
5601,Air Asia,Banglore,New Delhi,0,4482,165.0,23,25,2,10,March,Saturday
5602,IndiGo,Kolkata,Banglore,1,6284,325.0,18,5,23,30,April,Monday
5603,IndiGo,Kolkata,Banglore,1,4226,220.0,19,35,23,15,May,Friday
5604,IndiGo,Delhi,Cochin,1,6442,570.0,6,40,16,10,March,Saturday
5605,Jet Airways,Delhi,Cochin,1,12373,520.0,19,45,4,25,May,Saturday
5606,Jet Airways,Banglore,New Delhi,1,11297,550.0,5,50,15,0,March,Tuesday
5607,Air India,Kolkata,Banglore,2,14083,920.0,10,0,1,20,May,Friday
5608,Jet Airways,Delhi,Cochin,0,7202,195.0,11,0,14,15,June,Monday
5609,Multiple carriers,Delhi,Cochin,1,11667,590.0,9,0,18,50,March,Thursday
5610,Jet Airways,Kolkata,Banglore,1,10844,1400.0,18,55,18,15,May,Friday
5611,Air India,Banglore,New Delhi,1,5932,1265.0,11,50,8,55,March,Friday
5612,Multiple carriers,Delhi,Cochin,1,9001,630.0,8,45,19,15,June,Monday
5613,Jet Airways,Kolkata,Banglore,1,13469,395.0,17,0,23,35,June,Thursday
5614,IndiGo,Mumbai,Hyderabad,0,2227,90.0,21,20,22,50,June,Saturday
5615,IndiGo,Delhi,Cochin,1,5636,315.0,7,15,12,30,May,Wednesday
5616,Multiple carriers,Delhi,Cochin,2,15965,625.0,15,5,1,30,June,Thursday
5617,IndiGo,Delhi,Cochin,1,5054,305.0,20,25,1,30,June,Monday
5618,Multiple carriers,Delhi,Cochin,1,5999,540.0,7,10,16,10,March,Thursday
5619,IndiGo,Banglore,Delhi,0,4823,175.0,7,10,10,5,May,Wednesday
5620,SpiceJet,Kolkata,Banglore,1,8479,435.0,11,35,18,50,June,Wednesday
5621,Vistara,Kolkata,Banglore,1,8452,930.0,7,10,22,40,May,Wednesday
5622,Jet Airways,Delhi,Cochin,1,14924,660.0,8,0,19,0,June,Monday
5623,Air India,Delhi,Cochin,2,10441,1410.0,19,45,19,15,June,Monday
5624,Multiple carriers,Delhi,Cochin,1,7485,900.0,6,0,21,0,May,Tuesday
5625,Jet Airways,Banglore,Delhi,0,6478,180.0,8,20,11,20,June,Thursday
5626,Jet Airways,Delhi,Cochin,2,15129,1775.0,13,25,19,0,May,Monday
5627,IndiGo,Kolkata,Banglore,1,3809,265.0,19,20,23,45,May,Wednesday
5628,Jet Airways,Delhi,Cochin,1,18581,660.0,8,0,19,0,June,Monday
5629,IndiGo,Kolkata,Banglore,0,5224,155.0,22,15,0,50,June,Sunday
5630,IndiGo,Delhi,Cochin,1,8330,500.0,17,10,1,30,May,Thursday
5631,Air India,Banglore,Delhi,0,6961,165.0,10,0,12,45,June,Sunday
5632,Jet Airways,Delhi,Cochin,1,10262,660.0,8,0,19,0,June,Sunday
5633,IndiGo,Mumbai,Hyderabad,0,2754,90.0,2,35,4,5,June,Friday
5634,Multiple carriers,Delhi,Cochin,1,13727,630.0,15,0,1,30,May,Saturday
5635,GoAir,Banglore,Delhi,0,3898,165.0,20,55,23,40,April,Saturday
5636,Jet Airways,Banglore,New Delhi,1,11087,810.0,22,55,12,25,March,Tuesday
5637,Air Asia,Banglore,Delhi,0,3383,170.0,23,55,2,45,April,Saturday
5638,Jet Airways,Delhi,Cochin,1,12557,1520.0,17,30,18,50,March,Thursday
5639,Jet Airways,Delhi,Cochin,2,8273,1325.0,6,20,4,25,March,Thursday
5640,Air India,Mumbai,Hyderabad,2,9736,545.0,10,5,19,10,March,Tuesday
5641,Jet Airways,Delhi,Cochin,1,10262,1530.0,17,30,19,0,June,Monday
5642,Jet Airways,Delhi,Cochin,2,11664,810.0,5,30,19,0,April,Tuesday
5643,IndiGo,Banglore,Delhi,0,4591,170.0,23,30,2,20,May,Wednesday
5644,Jet Airways,Banglore,New Delhi,1,13502,305.0,14,5,19,10,March,Monday
5645,Air India,Delhi,Cochin,1,8372,375.0,13,0,19,15,June,Thursday
5646,Air India,Banglore,Delhi,0,6121,165.0,6,10,8,55,April,Sunday
5647,Vistara,Banglore,New Delhi,0,5613,155.0,16,0,18,35,March,Thursday
5648,IndiGo,Delhi,Cochin,1,5298,320.0,6,50,12,10,April,Saturday
5649,Jet Airways,Delhi,Cochin,1,15764,1050.0,2,15,19,45,March,Saturday
5650,Air Asia,Delhi,Cochin,1,6253,870.0,7,55,22,25,June,Saturday
5651,Jet Airways,Kolkata,Banglore,1,8586,375.0,5,45,12,0,May,Saturday
5652,Jet Airways,Delhi,Cochin,2,12273,1325.0,6,20,4,25,March,Wednesday
5653,IndiGo,Mumbai,Hyderabad,0,2227,90.0,21,20,22,50,May,Wednesday
5654,Jet Airways,Banglore,Delhi,0,5769,180.0,19,50,22,50,June,Wednesday
5655,Vistara,Delhi,Cochin,0,6216,190.0,14,40,17,50,April,Thursday
5656,IndiGo,Delhi,Cochin,1,6386,345.0,2,0,7,45,June,Monday
5657,Multiple carriers,Delhi,Cochin,1,16108,555.0,10,0,19,15,June,Saturday
5658,SpiceJet,Kolkata,Banglore,0,3873,140.0,22,20,0,40,May,Friday
5659,IndiGo,Delhi,Cochin,1,6270,895.0,10,35,1,30,April,Tuesday
5660,Air India,Banglore,Delhi,0,5911,170.0,21,5,23,55,April,Friday
5661,Multiple carriers,Delhi,Cochin,1,15077,605.0,9,10,19,15,March,Wednesday
5662,Jet Airways,Banglore,New Delhi,1,31825,890.0,20,35,11,25,March,Friday
5663,SpiceJet,Kolkata,Banglore,1,8479,435.0,11,35,18,50,May,Monday
5664,Vistara,Kolkata,Banglore,1,9397,1555.0,7,10,9,5,May,Sunday
5665,Jet Airways,Delhi,Cochin,1,10262,1655.0,9,0,12,35,June,Monday
5666,IndiGo,Delhi,Cochin,0,4729,195.0,5,35,8,50,April,Wednesday
5667,Jet Airways,Delhi,Cochin,1,14714,1530.0,17,30,19,0,June,Saturday
5668,IndiGo,Kolkata,Banglore,0,4804,155.0,17,15,19,50,May,Wednesday
5669,IndiGo,Kolkata,Banglore,0,4804,165.0,20,25,23,10,June,Monday
5670,Air India,Mumbai,Hyderabad,0,2050,80.0,21,5,22,25,April,Monday
5671,Multiple carriers,Delhi,Cochin,1,8371,705.0,7,30,19,15,March,Wednesday
5672,Multiple carriers,Delhi,Cochin,1,12192,540.0,10,0,19,0,June,Thursday
5673,Multiple carriers Premium economy,Delhi,Cochin,1,14629,770.0,6,0,18,50,March,Thursday
5674,IndiGo,Banglore,Delhi,0,4823,175.0,18,25,21,20,April,Tuesday
5675,Multiple carriers,Delhi,Cochin,1,14323,375.0,13,0,19,15,May,Thursday
5676,Jet Airways,Delhi,Cochin,2,15129,1390.0,13,25,12,35,May,Thursday
5677,IndiGo,Delhi,Cochin,1,6758,860.0,6,40,21,0,May,Saturday
5678,Multiple carriers,Delhi,Cochin,1,14848,615.0,9,0,19,15,May,Tuesday
5679,Air India,Banglore,New Delhi,2,12358,1670.0,6,45,10,35,March,Sunday
5680,Jet Airways,Banglore,Delhi,0,4030,185.0,18,55,22,0,May,Tuesday
5681,Air India,Kolkata,Banglore,0,4960,150.0,14,15,16,45,March,Saturday
5682,Air India,Delhi,Cochin,2,8656,1595.0,16,40,19,15,March,Wednesday
5683,IndiGo,Delhi,Cochin,1,14871,710.0,9,10,21,0,March,Wednesday
5684,GoAir,Delhi,Cochin,1,4563,440.0,6,0,13,20,March,Wednesday
5685,IndiGo,Mumbai,Hyderabad,0,4784,85.0,21,20,22,45,March,Wednesday
5686,IndiGo,Banglore,Delhi,0,4823,170.0,20,0,22,50,June,Saturday
5687,Vistara,Chennai,Kolkata,0,3687,135.0,7,5,9,20,May,Friday
5688,Jet Airways,Banglore,Delhi,0,7229,175.0,15,15,18,10,April,Saturday
5689,Jet Airways,Banglore,Delhi,0,7229,180.0,7,10,10,10,April,Monday
5690,Air India,Delhi,Cochin,1,7174,1010.0,6,10,23,0,April,Sunday
5691,Air India,Delhi,Cochin,2,11071,1490.0,6,50,7,40,March,Thursday
5692,IndiGo,Delhi,Cochin,1,6979,965.0,4,55,21,0,May,Wednesday
5693,IndiGo,Chennai,Kolkata,0,3850,140.0,7,55,10,15,May,Wednesday
5694,Jet Airways,Kolkata,Banglore,1,13044,800.0,20,0,9,20,June,Wednesday
5695,Jet Airways,Delhi,Cochin,1,12373,450.0,20,55,4,25,May,Saturday
5696,Air India,Delhi,Cochin,2,13801,1100.0,13,20,7,40,May,Saturday
5697,IndiGo,Banglore,Delhi,0,4823,170.0,8,30,11,20,June,Saturday
5698,Air India,Delhi,Cochin,1,6587,1535.0,5,15,6,50,June,Sunday
5699,IndiGo,Mumbai,Hyderabad,0,2227,95.0,20,5,21,40,June,Monday
5700,Jet Airways,Kolkata,Banglore,1,14151,1285.0,17,0,14,25,June,Sunday
5701,Air India,Banglore,New Delhi,2,25430,2315.0,8,50,23,25,March,Friday
5702,SpiceJet,Banglore,Delhi,0,4319,175.0,21,10,0,5,June,Thursday
5703,Air India,Delhi,Cochin,1,14462,1660.0,4,0,7,40,March,Sunday
5704,Jet Airways,Kolkata,Banglore,1,8586,1655.0,6,30,10,5,May,Tuesday
5705,Air India,Kolkata,Banglore,1,7662,675.0,9,50,21,5,June,Sunday
5706,Jet Airways,Mumbai,Hyderabad,0,4995,85.0,7,5,8,30,May,Friday
5707,Multiple carriers,Delhi,Cochin,1,7408,720.0,9,0,21,0,June,Sunday
5708,Jet Airways,Mumbai,Hyderabad,0,5678,90.0,19,35,21,5,March,Friday
5709,Jet Airways,Mumbai,Hyderabad,0,5678,90.0,19,35,21,5,June,Sunday
5710,Jet Airways,Banglore,New Delhi,1,26890,950.0,8,55,0,45,March,Friday
5711,Air India,Mumbai,Hyderabad,2,13904,2245.0,6,0,19,25,March,Wednesday
5712,Jet Airways,Delhi,Cochin,2,15318,505.0,20,0,4,25,June,Saturday
5713,Vistara,Kolkata,Banglore,1,8452,1580.0,20,20,22,40,May,Wednesday
5714,IndiGo,Delhi,Cochin,1,6314,625.0,10,35,21,0,June,Sunday
5715,Air India,Kolkata,Banglore,1,10203,625.0,10,0,20,25,May,Wednesday
5716,SpiceJet,Chennai,Kolkata,0,3597,135.0,8,20,10,35,June,Saturday
5717,Multiple carriers,Delhi,Cochin,1,8266,535.0,10,20,19,15,June,Wednesday
5718,Jet Airways,Delhi,Cochin,1,12373,885.0,21,50,12,35,May,Saturday
5719,Jet Airways,Banglore,New Delhi,1,36235,435.0,14,5,21,20,March,Friday
5720,IndiGo,Delhi,Cochin,1,14871,755.0,8,25,21,0,March,Sunday
5721,Jet Airways,Banglore,Delhi,0,7229,180.0,17,45,20,45,April,Friday
5722,IndiGo,Kolkata,Banglore,0,4804,155.0,22,15,0,50,April,Wednesday
5723,IndiGo,Banglore,New Delhi,0,7303,175.0,20,0,22,55,March,Sunday
5724,Multiple carriers,Delhi,Cochin,1,13587,570.0,11,30,21,0,June,Saturday
5725,Multiple carriers,Delhi,Cochin,1,7740,455.0,14,55,22,30,May,Saturday
5726,IndiGo,Chennai,Kolkata,0,7295,145.0,14,40,17,5,March,Friday
5727,Multiple carriers,Delhi,Cochin,1,18916,440.0,18,15,1,35,March,Sunday
5728,Multiple carriers,Delhi,Cochin,1,8266,385.0,12,50,19,15,May,Tuesday
5729,Jet Airways,Delhi,Cochin,1,12373,1570.0,2,15,4,25,May,Saturday
5730,Multiple carriers,Delhi,Cochin,1,11188,555.0,13,15,22,30,May,Saturday
5731,Jet Airways,Kolkata,Banglore,1,14151,505.0,9,35,18,0,May,Saturday
5732,Jet Airways,Delhi,Cochin,1,14714,660.0,8,0,19,0,June,Saturday
5733,Jet Airways,Banglore,Delhi,0,7229,180.0,7,10,10,10,April,Saturday
5734,Jet Airways,Delhi,Cochin,1,12242,1165.0,9,0,4,25,March,Wednesday
5735,Jet Airways,Banglore,New Delhi,1,9134,325.0,7,0,12,25,March,Friday
5736,IndiGo,Banglore,Delhi,0,3943,170.0,22,10,1,0,May,Wednesday
5737,Air India,Banglore,Delhi,0,6961,165.0,10,0,12,45,June,Saturday
5738,Jet Airways,Mumbai,Hyderabad,2,23843,500.0,8,15,16,35,March,Tuesday
5739,SpiceJet,Chennai,Kolkata,0,3597,135.0,9,45,12,0,May,Friday
5740,Multiple carriers,Delhi,Cochin,1,7408,480.0,13,0,21,0,June,Thursday
5741,SpiceJet,Banglore,Delhi,0,3257,160.0,5,55,8,35,May,Monday
5742,SpiceJet,Mumbai,Hyderabad,0,1965,90.0,5,45,7,15,May,Monday
5743,Multiple carriers,Delhi,Cochin,1,9100,755.0,6,40,19,15,March,Wednesday
5744,Air India,Mumbai,Hyderabad,0,3100,75.0,19,30,20,45,June,Tuesday
5745,Jet Airways,Banglore,New Delhi,1,26890,625.0,8,0,18,25,March,Friday
5746,Jet Airways,Banglore,Delhi,0,8016,180.0,17,45,20,45,June,Monday
5747,Air India,Kolkata,Banglore,1,12173,1435.0,20,30,20,25,March,Sunday
5748,IndiGo,Delhi,Cochin,1,8784,965.0,4,55,21,0,May,Monday
5749,IndiGo,Delhi,Cochin,1,5298,320.0,6,50,12,10,May,Thursday
5750,Jet Airways,Banglore,New Delhi,1,11087,1475.0,8,55,9,30,March,Saturday
5751,SpiceJet,Delhi,Cochin,1,5409,295.0,17,55,22,50,June,Sunday
5752,GoAir,Delhi,Cochin,1,5842,370.0,7,25,13,35,May,Wednesday
5753,Jet Airways,Mumbai,Hyderabad,0,2228,90.0,15,50,17,20,March,Monday
5754,SpiceJet,Chennai,Kolkata,0,3543,140.0,17,45,20,5,May,Monday
5755,IndiGo,Kolkata,Banglore,1,7228,315.0,21,0,2,15,May,Tuesday
5756,IndiGo,Delhi,Cochin,1,6287,425.0,5,5,12,10,April,Monday
5757,Multiple carriers,Delhi,Cochin,1,13377,750.0,13,0,1,30,June,Thursday
5758,IndiGo,Kolkata,Banglore,0,6985,165.0,17,15,20,0,March,Sunday
5759,Air India,Delhi,Cochin,1,8372,375.0,13,0,19,15,June,Monday
5760,Air India,Kolkata,Banglore,2,14687,1200.0,9,25,5,25,May,Tuesday
5761,Jet Airways,Delhi,Cochin,0,9564,195.0,11,0,14,15,March,Saturday
5762,Vistara,Mumbai,Hyderabad,1,12080,480.0,8,45,16,45,March,Tuesday
5763,Multiple carriers,Delhi,Cochin,2,18275,460.0,17,50,1,30,June,Monday
5764,IndiGo,Delhi,Cochin,1,6093,810.0,7,30,21,0,June,Thursday
5765,Jet Airways,Delhi,Cochin,2,14861,1365.0,5,40,4,25,March,Saturday
5766,IndiGo,Kolkata,Banglore,0,4804,155.0,11,30,14,5,May,Saturday
5767,Jet Airways,Kolkata,Banglore,1,9314,1365.0,20,25,19,10,May,Wednesday
5768,Multiple carriers,Delhi,Cochin,1,9794,615.0,8,45,19,0,May,Thursday
5769,Jet Airways,Delhi,Cochin,2,13029,810.0,5,30,19,0,May,Tuesday
5770,SpiceJet,Kolkata,Banglore,0,3841,150.0,17,10,19,40,June,Monday
5771,Jet Airways,Banglore,New Delhi,1,12284,315.0,8,0,13,15,March,Monday
5772,Jet Airways,Delhi,Cochin,1,14714,395.0,21,50,4,25,June,Sunday
5773,Jet Airways,Kolkata,Banglore,1,7064,965.0,6,30,22,35,April,Monday
5774,Jet Airways,Banglore,Delhi,0,5198,180.0,7,10,10,10,May,Saturday
5775,Jet Airways,Kolkata,Banglore,1,14781,590.0,6,30,16,20,May,Wednesday
5776,Air India,Delhi,Cochin,2,13381,1380.0,20,15,19,15,June,Monday
5777,Air India,Delhi,Cochin,0,6094,170.0,5,10,8,0,June,Saturday
5778,IndiGo,Delhi,Cochin,1,5298,320.0,6,50,12,10,June,Saturday
5779,Multiple carriers,Delhi,Cochin,1,7408,660.0,10,0,21,0,June,Thursday
5780,Jet Airways,Kolkata,Banglore,1,14388,890.0,21,10,12,0,May,Sunday
5781,Air India,Delhi,Cochin,2,9443,1410.0,19,45,19,15,June,Monday
5782,Air India,Delhi,Cochin,2,11762,2170.0,7,5,19,15,March,Sunday
5783,Air India,Delhi,Cochin,1,7480,1255.0,12,30,9,25,June,Thursday
5784,IndiGo,Delhi,Cochin,0,5406,195.0,5,35,8,50,March,Friday
5785,Jet Airways,Delhi,Cochin,0,9564,195.0,11,0,14,15,June,Wednesday
5786,Jet Airways,Delhi,Cochin,2,10368,560.0,9,40,19,0,June,Sunday
5787,IndiGo,Delhi,Cochin,1,5636,315.0,7,15,12,30,May,Thursday
5788,SpiceJet,Mumbai,Hyderabad,0,1965,90.0,22,45,0,15,May,Thursday
5789,Jet Airways,Kolkata,Banglore,1,12739,450.0,21,10,4,40,June,Wednesday
5790,IndiGo,Kolkata,Banglore,0,4148,155.0,14,20,16,55,March,Tuesday
5791,IndiGo,Delhi,Cochin,1,7191,860.0,6,40,21,0,May,Thursday
5792,Jet Airways,Delhi,Cochin,1,10262,1280.0,7,5,4,25,June,Thursday
5793,Vistara,Kolkata,Banglore,1,12312,630.0,9,55,20,25,March,Sunday
5794,Jet Airways,Delhi,Cochin,1,10262,1485.0,18,15,19,0,June,Monday
5795,Jet Airways,Delhi,Cochin,0,9564,195.0,11,0,14,15,June,Saturday
5796,Jet Airways,Kolkata,Banglore,1,13759,1335.0,6,30,4,45,March,Sunday
5797,Vistara,Kolkata,Banglore,1,8610,1640.0,17,0,20,20,May,Monday
5798,Jet Airways,Delhi,Cochin,1,14714,360.0,13,0,19,0,June,Saturday
5799,IndiGo,Banglore,Delhi,0,4823,170.0,8,30,11,20,June,Monday
5800,Air Asia,Delhi,Cochin,1,6451,470.0,7,55,15,45,May,Monday
5801,Jet Airways,Delhi,Cochin,1,16079,300.0,14,0,19,0,May,Tuesday
5802,Jet Airways,Delhi,Cochin,0,7202,195.0,11,0,14,15,June,Saturday
5803,IndiGo,Banglore,New Delhi,0,4944,170.0,23,30,2,20,March,Sunday
5804,SpiceJet,Banglore,Delhi,0,3625,160.0,5,55,8,35,June,Saturday
5805,Jet Airways,Kolkata,Banglore,1,9663,1315.0,14,5,12,0,May,Thursday
5806,Multiple carriers,Delhi,Cochin,1,9794,520.0,10,20,19,0,May,Wednesday
5807,SpiceJet,Mumbai,Hyderabad,0,2437,90.0,13,15,14,45,May,Wednesday
5808,Multiple carriers,Delhi,Cochin,1,13377,930.0,10,0,1,30,June,Saturday
5809,Jet Airways,Kolkata,Banglore,1,8586,520.0,20,0,4,40,June,Thursday
5810,Jet Airways,Banglore,New Delhi,1,19225,380.0,8,55,15,15,March,Wednesday
5811,Jet Airways,Delhi,Cochin,1,15554,335.0,22,50,4,25,May,Saturday
5812,Jet Airways,Kolkata,Banglore,1,12121,750.0,9,35,22,5,May,Wednesday
5813,IndiGo,Banglore,Delhi,0,3943,170.0,10,10,13,0,May,Monday
5814,Jet Airways,Banglore,New Delhi,1,13555,695.0,21,25,9,0,March,Monday
5815,IndiGo,Banglore,Delhi,0,4990,185.0,18,15,21,20,June,Friday
5816,Air India,Delhi,Cochin,1,8854,1590.0,20,30,23,0,March,Wednesday
5817,Multiple carriers,Delhi,Cochin,1,7878,540.0,7,10,16,10,May,Monday
5818,Vistara,Banglore,New Delhi,0,8028,165.0,9,50,12,35,March,Sunday
5819,Jet Airways,Kolkata,Banglore,1,8586,800.0,18,55,8,15,May,Thursday
